怪物特殊0002(886),0x0142C64A
攻城兽妖小队长(1294),0x02720606
攻城兽妖C(1293),0x0272098C
攻城兽妖B(1292),0x02720D14
攻城兽妖A(1291),0x02721076
城战用城门嘲讽(1290),0x027213BC
城战用投石车普攻(1289),0x027216D0
城战用攻方复活塔群攻(1288),0x0272190E
城战用城门治疗(1287),0x02721B96
鼠目寸光(1286),0x02721EE0
大米大米(1285),0x027222DE
剧毒鼠牙(1284),0x0272253E
过街灵鼠(1283),0x0272299E
迷梦化蝶(1282),0x02722DCA
彩翼心语(1281),0x0272314E
群蝶飞舞(1280),0x02723474
灵气汇聚(1279),0x0272369C
护身光幕(1278),0x02723AC4
致命雷霆(1277),0x02723E86
嗜血撕咬(1276),0x02724294
雷云之引(1275),0x02724618
苍雷之怨(1274),0x0272490C
遁龙之引(1273),0x02724C56
城战用小剑b(1272),0x02725002
城战用小剑a(1271),0x0272544E
斗气九重(1270),0x02725832
斗气八重(1269),0x02725A00
斗气七重(1268),0x02725BCE
斗气六重(1267),0x02725D9C
斗气五重(1266),0x02725F6A
斗气四重(1265),0x02726138
斗气三重(1264),0x02726306
斗气二重(1263),0x027264D4
斗气一重(1262),0x027266A2
神剑御雷(1261),0x027268F0
猎魂<计都>(1260),0x02726DA0
化功<罗候>(1259),0x027270B4
地缚<土曜>(1258),0x0272745A
毒火<火曜>(1257),0x027277AA
枯荣<木曜>(1255),0x02727F60
碎金<金耀>(1254),0x02728352
月影<月曜>(1253),0x02728714
耀阳<日曜>(1252),0x02728A58
光芒力量(1243),0x02729732
城战用诛仙剑3(1239),0x02747CFC
城战用诛仙剑2(1238),0x02748210
城战用诛仙剑1(1237),0x027487CA
城战用群嘲讽(1236),0x02748D2C
城战用群禁食(1235),0x0274905A
城战用群减速(1234),0x027493B6
城战用塔普攻(1233),0x02749768
城战用群治疗(1232),0x02749AB8
城战用群定身(1231),0x02749E14
城战用群攻击(1230),0x0274A136
城战用群沉默(1229),0x0274A5AA
城战用群眩晕(1228),0x0274A8FE
炼狱魔尊分身D(1209),0x0274CC00
炼狱魔尊分身自爆(1208),0x0274CFA0
伪炼狱魔尊D(1207),0x0274D1C8
伪炼狱魔尊C(1206),0x0274D650
伪炼狱魔尊B(1205),0x0274DB44
伪炼狱魔尊A(1204),0x0274DFAA
炼狱魔尊血量减半(1203),0x0274E356
炼狱魔尊D(1202),0x0274E58C
炼狱魔尊C(1201),0x0274EA88
炼狱魔尊B(1200),0x0274EFB0
炼狱魔尊A(1199),0x0274F4C0
妙翅鸟F(1198),0x0274F8BE
妙翅鸟E(1197),0x0274FC44
妙翅鸟D(1196),0x0275010E
妙翅鸟C(1195),0x027506E6
妙翅鸟B(1194),0x02750C9C
妙翅鸟A(1193),0x02751166
炼狱黄鸟群晕(1192),0x027515AA
小妙翅鸟状态攻击(1191),0x027518DE
小妙翅鸟debuff(1190),0x02751C52
开蛊(1183),0x02752E3C
怨血炼(1157),0x02770D84
血雾(1150),0x027719DA
群体回城(1138),0x02772F36
鸡翅加真气(1137),0x02773194
鸡翅减血(1136),0x02773418
鸡翅加血(1135),0x027736D8
天选道怨(1134),0x02773B26
巫毒斗瘴(1130),0x0277642C
森罗三笑(1129),0x027769C6
百蛊啖魂(1126),0x027777EE
碎魂天袭(1120),0x0277997E
缚足蛇蛊(1117),0x0277AB2C
破刃邪魂(1112),0x0279A560
凝血妖蛊(1111),0x0279AA3E
蚀心毒蛊(1108),0x0279C05C
噬魂血牙(1101),0x0279EC54
幽魂利爪(1099),0x0279F7DC
魔元邪咒(1098),0x0279FCDC
剔骨凶牙(1093),0x027A12F4
雪人BOSS群攻(1092),0x027A1620
雪人群攻(1091),0x027A1860
雪人群加血诅咒(1090),0x027A1A88
雪人群击退(1089),0x027A1D9C
饺子魔法盾(1088),0x027A1FE4
饺子爆击率(1087),0x027A2280
饺子眩晕抗性(1086),0x027A24DE
饺子昏睡抗性(1085),0x027A274E
饺子媚惑抗性(1084),0x027A29BE
饺子定身抗性(1083),0x027A2C2E
饺子虚弱抗性(1082),0x027A2E9E
饺子防御力(1081),0x027A310E
饺子攻击力(1080),0x027A33A4
饺子闪避(1079),0x027A363A
饺子技能伤害(1078),0x027A38C8
饺子蓝上限(1077),0x027A3B40
饺子血上限(1076),0x027A3DB8
测试之加魔(1075),0x027A4026
Boss普智D(1074),0x027A4288
Boss普智C(1073),0x027A479E
Boss普智B(1072),0x027A4B72
Boss普智A(1071),0x027A5026
Boss万剑一D(1070),0x027A54C4
Boss万剑一C(1069),0x027A5916
Boss万剑一B(1068),0x027A5E36
Boss万剑一A(1067),0x027A61DE
Boss黑心老人D(1066),0x027A66A2
Boss黑心老人C(1065),0x027A6A42
Boss黑心老人B(1064),0x027A6FC2
Boss黑心老人A(1063),0x027A742E
Boss金铃夫人D(1062),0x027A7788
Boss金铃夫人C(1061),0x027A7C6A
Boss金铃夫人B(1060),0x027A80FC
Boss金铃夫人A(1059),0x027A857E
加攻减防(1058),0x027A8A0E
加防减攻(1057),0x027A8DF2
持续性燃魔(1056),0x027A920E
扇形火焰附加眩晕(1055),0x027A9576
单人虚弱攻击(1054),0x027A99AE
两人虚弱攻击(1053),0x027A9D0A
两人减速攻击(1052),0x027AA088
两人昏睡攻击(1051),0x027AA424
两人定身攻击(1050),0x027AA788
两人眩晕攻击(1049),0x027C95B2
读书之加魔(1048),0x027C9858
读书之加血(1047),0x027C9AC8
读书之加攻(1046),0x027C9D38
商用Buff加防御(1045),0x027C9FC6
商用Buff加攻击(1044),0x027CA274
纯阳杀局(1043),0x027CA5A2
盖世英雄的怒嚎(1042),0x027CA860
135战场棋圣技能4(1041),0x027CAB06
135战场棋圣技能3(1040),0x027CAFEA
135战场棋圣技能2(1039),0x027CB384
135战场棋圣技能1(1038),0x027CB804
神机迷局(1037),0x027CBCAE
怪物单体伤害技能 (1036),0x027CBF6C
怪物范围伤害技能(1035),0x027CC27C
任务用特殊鱼类(1030),0x027CF014
战场岩浆伤害技能2(1029),0x027CF354
战场岩浆伤害技能1(1028),0x027CF686
战场怪群体眩晕(1027),0x027CF9B8
战场怪治疗祝福(1026),0x027CFC7E
战场怪群体流血(1025),0x027CFF70
战场怪群体吸蓝(1024),0x027D02BA
战场怪攻击祝福(1023),0x027D05EC
战场怪爆击祝福(1022),0x027D08EA
战场怪躲闪祝福(1021),0x027D0BB0
战场怪吸蓝(1020),0x027D0EC0
战场怪眩晕(1019),0x027D116E
战场怪定身(1018),0x027D1432
测试流血技能(1017),0x027D16F6
任务用长时间群媚惑(1016),0x027D1A30
任务用长时间单媚惑(1015),0x027D1D16
怪物特殊0010(1014),0x027D1FC2
怪物特殊0009(1013),0x027D22F4
怪物特殊0008(1012),0x027D263E
圣诞雪人07(1011),0x027D2992
圣诞雪人06(1010),0x027D2D10
圣诞雪人05(1009),0x027D2FC8
圣诞雪人04(1008),0x027D3346
圣诞雪人03(1007),0x027D36BC
圣诞雪人02(1006),0x027D3A28
圣诞雪人01(1005),0x027D3D7A
NPC小白2(1002),0x027D617E
NPC小白1(1001),0x027D6486
NPC鬼厉2(1000),0x027D674E
NPC鬼厉1(999),0x027D6A56
怪物特殊0007(998),0x027D6D06
Boss寒冰之王D(997),0x027D6F46
Boss寒冰之王C(996),0x027D72B8
Boss寒冰之王B(995),0x027D7724
Boss寒冰之王A(994),0x027D7B7C
夜遁(993),0x027D7EFC
日冕(992),0x027D82B2
爱情宣言(991),0x027D863A
单身情歌(990),0x027D8A38
致命诱惑(989),0x027D8D9A
怪物特殊0006(988),0x027D90DC
怪物特殊0005(987),0x027D940E
怪物特殊0004(986),0x027D9636
怪物特殊0003(985),0x027F5D3A
秋霜飞晚II(6748),0x02815C16
春水碧天II(6747),0x02815ECE
吹雪洒冰II(6746),0x0281636E
飞花似梦II(6745),0x028167CE
凌波梦寻III 《大地》(6727),0x02818F50
凌波梦寻III 《碧海》(6726),0x0281937C
凌波梦寻III 《天空》(6725),0x0281973A
皓凝霜雪III 《英雄》(6724),0x02819BE8
皓凝霜雪III 《大地》(6723),0x0281A372
皓凝霜雪III 《碧海》(6722),0x0281AC08
皓凝霜雪III 《天空》(6721),0x0281B2CE
月露星稀(6720),0x0281BBCE
竹影流光(6719),0x0281BF5A
落花寂寂(6718),0x0281C2C8
清和雨初(6717),0x0281C674
2016生产-屠苏酒(6686),0x0281F518
